video_id,title,description,published_at,channel_id,channel_title,category_id,tags,duration,definition,caption,view_count,like_count,dislike_count,favorite_count,comment_count
w6_GkG8ct_I,HIGHLIGHTS | FC BARCELONA 2 (4 - 1) 2 MANCHESTER CITY | USA TOUR 2024,"The Blaugrana team starts the North American tour with a meritorious draw against City thanks to the goals of Pau Víctor and Pablo Torre in the first half.

SUBSCRIBE NOW:
▶ www.youtube.com/user/fcbarcelona 

📱 App: http://barca.link/kXum50R6rNO
⚽ Barça One: http://barca.link/I32O50QVbj2
🌐 Site: www.fcbarcelona.com

📸 Instagram: http://www.instagram.com/fcbarcelona
𝕏 Twitter: http://twitter.com/FCBarcelona
🎶 Tiktok: https://www.tiktok.com/@fcbarcelona 
🔵 Facebook: http://www.facebook.com/fcbarcelona
👾 Discord: https://discord.gg/fcbarcelonaofficial

🛍 Get all official Barça apparel from FC Barcelona's online store: http://barca.link/j8QH30qQh4Y 
🔵🔴 #FCBarcelona",2024-07-31T03:03:19Z,UC14UlmYlSNiQCBe9Eookf_A,FC Barcelona,17,"['FC Barcelona', 'برشلونة،', 'Fútbol', 'FUTBOL', 'soccer', 'FUTEBOL', 'Sepakbola', 'サッカー', 'كرة القدم', 'football', 'FCB', 'Barça', 'Sport', 'Club', 'ter stegen', 'goat', 'yt:cc=on', 'pedri', 'de Jong', 'lewandowski', 'spotify', 'kounde', 'Joao Felix', 'Joao Cancelo', 'Gavi', 'Lamine Yamal', 'Balde', 'Lewy', 'Lewandowski', 'Marc Guiu', 'Pau Cubarsí', 'CAMP NOU', 'Messi', 'Barcelona', 'Ronald', 'Araujo', 'Christensen', 'Fermín', 'Gündogan', 'Sergi Roberto', 'La Liga', 'Oriol Romeu', 'Frenkie', 'Héctor Fort', 'Manchester City', 'Guardiola', 'Hansi Flick', 'Highlights', '2-2', 'Penalties', '4-1', 'Haaland', 'Grealish']",PT3M29S,hd,false,4767263,111213,0,0,2706
9qcDHW3eD7A,When your dad misses your husband more than you do🤣♥️ #husband #dad,,2024-07-22T01:05:40Z,UCvvVOIyaYu2l4jiH9L8_eRw,Dax,10,[],PT16S,hd,false,30982912,1499935,0,0,7987
ukSewaXAC5M,"BoyPee, Hyce & Brown Joel - Ogechi Remix feat. Davido (Official Video)","Official music video to Ogechi Remix featuring Davido.

A Polar Films Production. 
Director - Dammy Twitch 
Producer - Adeola Omooba 
Creative Producer - Blessing Uzzi 
DOP - Muhammad Atta-Ahmed 
1st AC - Henry Young 
Steadicam - Paul Nnabuike
Production Designer - Anita Ashiru 
Art Director - OT 
Set Wardrobe Stylist - Uduak Betiku 
Colorist - Mai Lasan 
Gear - NextThought Media",2024-07-19T15:17:23Z,UCNcjGMZpfQ3CYB0rjjuvgUg,DMW HQ,10,[],PT3M39S,hd,false,4641303,116834,0,0,7427
x2fL8QmmM4Y,"An Audi that was designed in the 1930s, but built in 2024…😱 #audi #cars #luxury","You can follow us on:

https://www.instagram.com/supercarblondie
https://www.facebook.com/supercarblondie
https://www.twitter.com/supercarblondie
https://www.tiktok.com/@supercarblondie
https://www.supercarblondie.com
https://www.snapchat.com/discover/Supercar_Blondie/0902710649",2024-07-26T12:01:09Z,UCKSVUHI9rbbkXhvAXK-2uxA,Supercar Blondie,2,[],PT58S,hd,false,10181296,318402,0,0,4760
uxppVr_xYMw,Zanga-zanga ta barke a Abuja,Zanga-zanga ta barke a Abuja,2024-08-01T12:40:19Z,UCSxUJKK8EIYmB4VHSObt-hQ,DW Hausa,25,"['DW', 'Deutsche Welle', 'News', 'Hausa']",PT6M57S,hd,false,90517,1790,0,0,70
famdvaCV3gs,Protests in Nigeria over economic hardship | BBC News,"Nationwide protests are taking place in Nigeria, as the country experiences its worst economic crisis in a generation. 
 
Annual inflation is at its highest in almost three decades, with food prices having risen even faster. 
 
The planned protests have commanded the Nigerian government’s attention.

President Bola Tinubu made an appeal through Information Minister Mohammed Idris Malagi, asking organisers to shelve the plan and urging them to be patient.

Subscribe here: http://bit.ly/1rbfUog 

For more news, analysis and features visit: www.bbc.com/news 

#Nigeria #Africa #BBCNews",2024-08-01T15:02:25Z,UC16niRr50-MSBwiO3YDb3RA,BBC News,25,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",PT4M,sd,false,139409,1836,0,0,737
DYCKP3QjYNg,Kompany on how to defend 🗣️,Vincent Kompany shows his boys how to defend in their first week at FC Bayern! #shorts,2024-07-24T12:00:22Z,UCZkcxFIsqW5htimoUQKA0iA,FC Bayern München,17,"['FC Bayern München', 'Bayern Munich', 'FCB', 'FC Bayern', 'Fußball', 'Football', 'Soccer', 'Bayern', 'Coach', 'Kompany', 'Erste Woche', 'First Week', 'Vincent Kompany', 'Pitch', 'Training', 'Defense', 'Defending', 'Shorts', 'Short']",PT18S,hd,false,2258084,85176,0,0,978
7Zm-4gbwIx8,DAY 2 ONGOING #ENDBADGOVERNANCE PROTEST,"TV360 is Nigeria's first exclusive online television news channel based in Lagos. Our focus is news. There is no limit to the kind of news we cover. Our goal is to keep the people informed at all times so that they could use the information we disseminate to form important opinions, take important decisions and ultimately help to build a better and democratic society. We strongly uphold the long established  journalistic principles of TRUTH, BALANCE and FAIRNESS in our reportage because we believe there is no one side to a story. You can follow all our stories and much more by logging onto www.tv360nigeria.comPlease subscribe to our YouTube channel:https://www.youtube.com/user/TV360NIGERIA?sub_confirmation=1--#tv360nigeria #tv360 #news#deji360 #TV360Nigeria #Nigeria #Lagos #Nigerianews #Nigeriannews",2024-08-02T13:37:11Z,UCBzu4YqGiBxBD8pq8NiBuKw,TV360 Nigeria,25,[],PT29M26S,hd,false,160502,2227,0,0,416
Wb9M7hXCrFo,I Thought Building A Refinery Was Suppose To Be Everyone’s Pride In Nigeria   - Dangote,"Don't forget to subscribe:  https://bit.ly/2Hb8hjx

Watch more interesting videos: https://bit.ly/34ogCaw

Follow Channels Television On: 
https://www.facebook.com/channelsforum
https://twitter.com/channelstv
https://www.instagram.com/channelstelevision

Get more news on our website: https://www.channelstv.com/


#ChannelsTv #newsupdate #news #newsinnigeria #newstoday #newsheadlines #Politicstoday #ChannelsTVNews #Nigeria #Lagos #Nigerianews #Nigeriannews  #channelstelevision #Channelstv #Channels #AfricaNews #BreakingNews #Nigerianpolitics",2024-07-22T14:23:38Z,UCEXGDNclvmg6RW0vipJYsTQ,Channels Television,25,"['Channels Television', 'Channels TV', 'Africa News', 'Top African News', 'Breaking news', 'Nigerian Top Stories', 'Channels TV News', 'Channels TV Report', 'News Update', 'latest news', 'today news', 'Nigeria news', 'Nigerian news', 'PoliticsToday', 'Top Stories', 'Top Story', 'Breaking News']",PT50S,hd,false,662469,0,0,0,2320
HaESgi3ueTs,🚀 What you can learn from Elon Musk? Uncovering the secrets of success,"🤑 Play and earn - https://t.me/muskempire_bot
🗞 Empire News - https://t.me/muskempire

What is the secret to Elon Musk's success? What special qualities does this remarkable entrepreneur possess, and what has been the main driver behind his incredible growth? 

In this video we'll tell the story of a man whose name has become synonymous with innovation and progress in the 21st century. Elon Musk is an entrepreneur, engineer, and visionary who has changed our perception of technology, business, and the future of humanity. 
How did a boy from South Africa become one of the most influential and controversial businessmen of our time? Let's trace his path from his first steps in business to creating an empire that challenges established industries. 
At the end, we'll summarize what qualities helped Musk become who he is now, and we'll also tell you some facts about Elon Musk that will surprise or even shock you.
_________________________________________
We invite you to explore the stories of successful people, real titans, whose experiences will be valuable to you both in life and in business.

We will share their journeys to success, the challenges they faced, and the qualities that made them who they are today.
_________________________________________

🚀 Register at Empire by the link https://t.me/muskempire_bot and you can build your own empire! And let's get rich together!

----------
#ElonMusk #aboutMusk #people #business #musk #successful #success",2024-07-29T15:30:25Z,UCBtZK1AuwIFSm28qRecVqQw,X Empire,22,"['elon musk empire', 'elon musk', 'elon musk motivation', 'crypto', 'musk empire', 'elon musk spacex', 'elon musk news', 'elon musk interview', 'elon musk podcast', 'business', 'elon', 'musk', 'what is life', 'business news', 'elon musk neuralink', 'elon musk speech', 'business strategy', 'elon musk simulation', 'successful', 'success', 'success people']",PT16M51S,hd,true,2332421,61003,0,0,9634
0YXAc-fx8TU,Which one of them is better?,"#shorts #movie #film 
Titl：She-Hulk: Attorney at Law (2022)
 
Stars：Tatiana Maslany,Ginger Gonzaga,Malia Arrayah
Film clip narration content, no bad orientation, please do not imitate",2024-07-22T00:07:00Z,UCySAVTtTk9oC_CU__tnb1Xg,Film Finesse,1,"['Tatiana Maslany', 'Ginger Gonzaga', 'Malia Arrayah', 'Fantasy Movies', 'Science Fiction Movies', 'Adventure']",PT58S,hd,false,3463062,96955,0,0,602
Mfnsnywl2jI,Not all men’s character are the same🙏🏾🗣️ #men #loyalty #marriage,,2024-07-24T04:57:09Z,UCvvVOIyaYu2l4jiH9L8_eRw,Dax,10,[],PT27S,hd,false,25676520,1139460,0,0,4657
PKF7_es7dTg,Nationwide Protests Live Updates,"#breakingnews #tinubu #bolaahmedtinubu #kashimshettima #abuja #TVCNews #TVC #News #NaijaNews #NaijaGist #Entertainment #NewsUpdate #BreakingNews #NewsInNigeria  #TrendingGists  #latestnews #todaynews #BreakingNews #TrendingVideo #YouTubeRewind #Trending #Viral #Music #EntertainmentNews #ClimateChange #BusinessNews #SportsNews #AfricaNews #NigerianYouth #NigerianSports #NigeriaEconomy #NigeriaNews

Join this channel to get access to Exclusive Trending News Content:
https://www.youtube.com/channel/UCgp4A6I8LCWrhUzn-5SbKvA/join

Don't forget to subscribe: https://bit.ly/35V0PCJ

Watch more interesting videos: https://bit.ly/3xOHq2f

Follow TVC News On: 
Twitter: https://twitter.com/tvcnewsng
Instagram: https://instagram.com/tvcnewsng
Facebook: https://www.facebook.com/tvcnewsng/

Get more news on our website: http://www.tvcnews.tv/

Download the mobile app 
Android: https://bit.ly/3wYz33U
iPhone: Go to apple store",2024-08-01T16:19:20Z,UCgp4A6I8LCWrhUzn-5SbKvA,TVC News Nigeria,25,"['tvc', 'tvc news', 'tvc news nigeria', 'top nigeria news', 'latest nigeria news', '9ja news']",PT7H15M50S,hd,false,208377,1217,0,0,0
s50sx2r2Hu8,柔弱女孩覺醒絕世武功，一把小刀秒殺所有惡霸！【城寨英雄】#功夫  #动作,"CZYX
#經典#TVB#chinese drama#追劇顯眼包#國語好劇
喜歡這個內容嗎？那就快快點擊下方鏈接，觀看完整精彩劇集：
https://www.youtube.com/playlist?list=PLUxlohmoXralP4U2exB968nZjPRnALj0-
大家好！這裡是追劇顯眼包，本頻道每日更新香港TVB經典視頻，歡迎大家來訂閱，你們的支持就是我更新的動力！",2024-07-08T11:00:49Z,UC3OASOStqIRqtk7awPkOkEw,追劇顯眼包,1,"['追劇顯眼包', '警匪劇', '諜戰劇', '破案', '刑偵', '中國電視劇', '連續劇', '懸疑電視劇', '電視劇推薦', '國語好劇', 'chinese drama', '大陸劇', 'chinese drama 2024', '經典電視劇', '懸疑推理', 'police']",PT1M,hd,false,50836586,796457,0,0,2405
0BvfMIebkeM,"DIE TOGETHER (New Movie) Maurice Sam, Sonia Uche 2024 Nollywood Romance Movie","DIE TOGETHER (New Movie) Maurice Sam, Sonia Uche 2024 Nollywood Romance Movie

SUBSCRIBE NOW https://www.youtube.com/channel/UCzKrLr1ZD1uds-7c7vaSjVA?sub_confirmation=1

Get ready to be entertained...

SUBSCRIBE NOW https://www.youtube.com/channel/UCzKrLr1ZD1uds-7c7vaSjVA?sub_confirmation=1

Welcome to Uche Nancy YouTube Channel. 
Stream and Enjoy Best of Nollywood Movies with your favourite artists here on Uche Nancy TV YouTube channel. 
SUBSCRIBE NOW to stay updated on all latest Nollywood movies.

Kindly LIKE & FOLLOW OUR NEW FACEBOOK PAGE https://web.facebook.com/100085620411212
FOLLOW ON TikTok https://www.tiktok.com/@uchenancytv

Click here 👇🏿 to SUBSCRIBE NOW 
https://www.youtube.com/channel/UCzKrLr1ZD1uds-7c7vaSjVA?sub_confirmation=1

DO NOT FORGET TO HIT THE NOTIFICATION 🔔 BELL ICON to STAY NOTIFIED ON ALL OUR NEW MOVIES.

#Nigerianmovies​​ ​​#Nollywoodmovies #Latestmovies​​ 
#2024movies #dietogether #mauricesam #soniauche
#uchenancytv #chinenyennebe",2024-07-14T14:00:01Z,UCzKrLr1ZD1uds-7c7vaSjVA,Uche Nancy tv,22,"['nigerian movies', 'nigerian films', 'african movies', 'die together nigerian movie', 'uche nancy tv', 'die together', 'nigerian movies 2024 latest full movies', 'new nigerian movies 2024 latest full movies', 'african movies 2024', 'nollywood movies', 'top nollywood movie', 'nigerian movie 2024', '2024', 'free nigerian movie', 'romantic', 'new nigerian movies 2024', 'new movie', 'romantic movie', 'victory michael', 'maurice sam', 'sonia uche']",PT1H21M32S,hd,false,2587721,39659,0,0,4754
EE3iJgsnwHI,"THE RICH MAN'S DAUGHTERS - ANGEL UNIGWE, MERCY KENNETH, EMMANUEL NSE,- 2024 EXCLUSIVE NIGERIAN MOVIE","Starring: Angel Unigwe, Mercy Kenneth, Emmanuel Nse

A 2024 EXclusive Love story

#nollywoodmovies #nigerianmovies",2024-07-15T15:30:03Z,UCulcQNJeXMh38b8kl8VHxfg,TEMPLE MOVIES TV,24,[],PT2H18M56S,hd,false,1442543,22506,0,0,2054
naFDaNrd6BQ,LOVE AND LEGACY - Nigerian Movies 2024 Latest Full Movies,"If you are looking for Nigerian Movies 2024 Latest Full Movies, then you need to check out LOVE AND LEGACY! This comedy, romantic movie moves you into the world of the best Nollywood movies 2024 latest full movies. You'll definitely love this full movie and latest entry in the Omoni Oboli movies on Omoni Oboli TV starring Ego Nwosu, Michael Dappa, Taye Arimoro, Jennifer Nnoruga.

#nollywoodmovies #nigerianmovies #omonioboli #omoniobolitv",2024-07-18T19:07:03Z,UCbvdwZvZgdl-pPyomEmaEfg,Omoni Oboli TV,24,"['omoni oboli tv', 'omoni oboli', 'omoni oboli movies', 'nollywood', 'nollywood movies', 'nigerian movies', 'nigeria', 'new movie', 'free movies', 'full movie', 'nigerian movies 2024 latest full movies', 'nollywood movies 2024 latest full movies', 'new movies', 'movies', 'nollywood movies 2024', 'latest nigerian movies 2024 full movie', 'romantic movies', 'romance', 'romantic', 'LOVE AND LEGACY']",PT1H32M51S,hd,false,907099,14801,0,0,1144
TfLOQROcGug,TROUBLE FROM TOWN - John Ekanem Chioma Okafor Chisom Umennadi Nigerian Movies 2024 Latest FullMovies,"TROUBLE FROM TOWN - John Ekanem Chioma Okafor Chisom Umennadi Nigerian Movies 2024 Latest FullMovies

Bossladyflix TV is a platform for the best Nollywood movies, the latest Nigerian movies featuring your favorite actors. Please stay connected as you subscribe
Here are other wonderful movies that will make your day:
LOVE & STAIN: https://www.youtube.com/watch?v=V4f4NRBfCrU&t=1647s
MARITAL CHAINS: https://www.youtube.com/watch?v=_GmZ-U4u89k
THIS IS LAGOS: https://youtu.be/9BrPOrNp0oY
FROM ASHES: https://www.youtube.com/watch?v=jKsYd-1CLew&t=79s
BRUISED: https://www.youtube.com/watch?v=m4yDo8R80mQ&t=45s
MAN CRUSH: https://www.youtube.com/watch?v=IjsFJKnsEQY&t=1285s
MY HUSBAND IS A ROBOT: https://www.youtube.com/watch?v=YvX4KFr1V1w&t=4271s
ALL THAT GLITTERS: https://www.youtube.com/watch?v=y_TsgXad6EY&t=16s
INTUITION: https://www.youtube.com/watch?v=laex4b4dpgs&t=44s
BIANCA'S DESIRE: https://www.youtube.com/watch?v=5PBh-CPdU2U&t=530s
BREAKING POINT: https://www.youtube.com/watch?v=rEiurizLTck&t=114s
ANOTHER MAN: https://www.youtube.com/watch?v=R4i25CG5qtY
STOLEN KISS: https://www.youtube.com/watch?v=gEP7WFLFU3Q&t=75s
PLAN B: https://www.youtube.com/watch?v=ajo3rOj5bgs&t=28s
DEEP HURT: https://www.youtube.com/watch?v=xc4KidQmkYg&t=222s
UNFAIR LIFE: https://www.youtube.com/watch?v=tyMpIdGMA2I&t=12s
STREET BESTIES: https://www.youtube.com/watch?v=E21donsQ5WY&t=2984s
LOVE COMES IN JUNE: https://www.youtube.com/watch?v=WZLlTYbyqVo&t=2458s
TURNING BLIND EYES: https://www.youtube.com/watch?v=ANAwHU3S8uo&t=60s


#nigerianmovies #mauricesam  #newmovie",2024-07-17T15:00:15Z,UCGmcfA0BCjwIDVg3UvpxkxQ,BossLadyFlix,24,"['nigeria', 'nigerian movies', '2023 new release movie', 'nollywood', 'nollywood movies 2023', 'nigerian movies 2023', 'new movies 2023', 'frederick leonard', 'Nigerian Movies 2024 Latest Full Movies', 'trouble from towm 2024 nigerian movie']",PT2H15M25S,hd,false,983839,13901,0,0,939
XvCIZUgdpLo,Funny Husband and Wife Eating Show - Epic Food Battle! 🤣😂#asmr #美味しい食べ物#食べ物,"Hello everyone! This is ASMR FOOD🌸
🍜Update the daily life of gluttonous couples fighting wits and courage
🍤Share and share delicious and cost-effective food
Take you to eat delicious food all over the world
hope it brings you joy
Don't forget to click to subscribe~
みなさんこんにちは、ASMRFOOD です🌸
🍜知恵と勇気を競う大食いカップルの日常を更新
🍤美味しくてコスト効率の高い食べ物をシェアして共有しましょう
世界中の美味しいものを食べに連れて行きます
それがあなたに喜びをもたらすことを願っています
忘れずにクリックして購読してください~
#asmrfood #asmrcake #asmrvideo #asmrdessert #asmrmochi",2024-07-17T11:00:33Z,UCE6dS5o_2zxZgwfCwvvg2tQ,ASMR FOOD,22,"['#Couple', '#Funny', '#Spicy', '#asmrfood', '#asmrcake', '#asmrvideo', '#asmrdessert', '#asmrmochi', '#asmrcrepecake', '#asmrchocolate', '#asmreating', '#asmreatingsound', '#mukbangvideo', '#mukbangfood', '#mukbanglover', '#mukbangeating', '#mukbangeatingsound', '#mukbangdessert', '#eatingasmr', '#eatingfood', '#eatingsound', '#minyoonmin', '#variousdessert', '#eatingshow', '#큰한입고기먹방']",PT53S,hd,true,21157654,412314,0,0,717
WErR6zEfloc,'Majority Of Nigerians Are With Us' - Dangote,"Don't forget to subscribe:  https://bit.ly/2Hb8hjx

Watch more interesting videos: https://bit.ly/34ogCaw

Follow Channels Television On: 
https://www.facebook.com/channelsforum
https://twitter.com/channelstv
https://www.instagram.com/channelstelevision

Get more news on our website: https://www.channelstv.com/


#ChannelsTv #newsupdate #news #newsinnigeria #newstoday #newsheadlines #Politicstoday #ChannelsTVNews #Nigeria #Lagos #Nigerianews #Nigeriannews  #channelstelevision #Channelstv #Channels #AfricaNews #BreakingNews #Nigerianpolitics",2024-07-20T20:35:21Z,UCEXGDNclvmg6RW0vipJYsTQ,Channels Television,25,"['Channels Television', 'Channels TV', 'Africa News', 'Top African News', 'Breaking news', 'Nigerian Top Stories', 'Channels TV News', 'Channels TV Report', 'News Update', 'latest news', 'today news', 'Nigeria news', 'Nigerian news', 'PoliticsToday', 'Top Stories', 'Top Story', 'Breaking News']",PT55S,hd,false,609294,0,0,0,1006
0VulF6tP3XU,Married man😂,,2024-07-18T11:00:00Z,UCQmZ9BIYOBSkxL-eqqg5z-g,MarkAngelComedy,23,[],PT36S,hd,false,1016281,0,0,0,914
c_wzJlfMvaw,"LOCKING STARS (New Movie) Maurice Sam, Pearl Wats 2024 Nollywood Romance Movie","LOCKING STARS (New Movie) Maurice Sam, Pearl Wats 2024 Nollywood Romance Movie

SUBSCRIBE NOW https://www.youtube.com/channel/UC8GACXcNHqKL9VBrXag-XOg?sub_confirmation=1

Watch out for this lovely romantic movie.

NOLLY FAMILYTV PRODUCES BEST NOLLYWOOD MOVIES THAT ENTERTAINS AND EDUCATES ABOUT LIFE, MARRIAGE/RELATIONSHIP AND THE REAL AFRICAN CULTURE. 

WE GO EXTRA MILES IN MAKING SURE OUR AUDIENCE ARE SERVED THRILLING MOVIES WHILE AT THE SAME TIME TEACHING AND MAINTAINING THE VALUES OF AFRICAN CULTURE.

PLEASE DONT FORGET TO LIKE, SHARE AND COMMENT BELOW.
SUBSCRIBE TO NOLLY FAMILYTV TO ENJOY LATEST INTERESTING AND INFORMATIVE NOLLYWOOD HOME MOVIE. 

GOD BLESS YOU.

#nigerianmovies #nollywoodmovies #latestmovies
#2024movies #nollyfamilytv #mauricesam
#pearlwats #nollywood #lockingstars #soniauche",2024-07-20T14:02:05Z,UC0M6BJj039bknQaHNiiOekA,NollyFamily tv,24,"['nigerian movies', 'nollywood movies', 'nollywood', 'nigerian films', 'african movies', 'locking stars nigerian movie', 'nolly familytv', 'locking stars', '2024 nigerian movies', 'nigerian movies 2024 latest full movies', 'nollywood movies 2022', 'new nigerian movies 2024 latest movies', 'nigerian movies 2024 latest movies', 'latest nigerian movies', 'nolly familytv movies 2024', '2024', 'romantic movie', 'elochukwu godwin', 'maurice sam', 'sonia uche', 'pearl wats']",PT1H14M20S,hd,false,883950,12784,0,0,1118
CxO43FKyhPs,Strange families in the primeval forest. #shorts,Movie name：The Other Lamb,2024-07-20T00:28:00Z,UCp6Z-WANhsFcPkP3cR0wtUA,FlickFrenzy,1,[],PT59S,hd,false,2836571,175320,0,0,269
5uJ-b_25HIY,She called her step mom an Idiot? 😳 | INDULGENCE |Nigerian Drama2024|#shorts,"""When love is not enough, what will you do to protect the ones you love?""

Watch out for this amazing blockbuster movie; INDULGENCE - SHOWING NOW, on IBAKATV.

Enjoy amazing data offers when you subscribe to ibakatv.com
What are you waiting for?

Starring; Segun Arinze, Ebere Nwizu, Sandra Okunzuwa, Chioma Nwosu, Cassandra Odita, Christopher Oluwatosin, Oluboyo Solomon, Pretty Amadi, Gift Godwin, Sandra Ijeoma, Obiajulu Ogbodo

Writer: Amachris, K.N Peter
Producer: Christopher Oluwatosin
Director: Saheed Apanpa
Executive Producer: Christopher Oluwatosin

#ibakatv #segunarinze,#eberenwizu, #sandraokunzuwa, #chiomanwosu, #cassandraodita",2024-07-21T11:00:04Z,UCm6NRZvIcYwpj79CIa1Lj9g,IBAKATV,24,"['Nigerian movies', 'Nollywood movies', 'Latest nigerian movies', 'Full movie', 'Free movies', 'Home video', 'African movies', 'Free nollywood movies', 'Watch nollywood free movies', 'Download movies', 'New movies', 'Trending Movies', 'Blockbuster movies', 'Hot movies', 'Nigerian actor', 'Nigerian actress', 'BlockBuster', 'Homecinema', 'Indulgence', 'Segun Arinze', 'Ebere Nwizu', 'Sandra Okunzuwa', 'Chioma Nwosu', 'Cassandra Odita', 'Christopher Oluwatosin', 'Oluboyo Solomon', 'Pretty Amadi', 'Gift Godwin', 'Sandra Ijeoma']",PT1M,hd,false,359938,13719,0,0,237
uKbMVDrTQnI,MY BEST FRIEND AND MY WIFE | MR MACARONI | BOLANLE NINALOWO | DIOR ADIELE | CHINWENDU | MUMMY WA,,2024-07-25T11:17:06Z,UCxAkiUiL3KnMl0BIFBv6xxA,MR MACARONI,24,[],PT9M46S,hd,false,238703,9245,0,0,728
taNx-HDZzl8,JESUS AND MARTINELLI SEAL COMEBACK WIN | HIGHLIGHTS | Arsenal vs Manchester United (2-1) | US Tour,"Our Brazilian dangermen did the damage in Los Angeles as we came from behind to beat Manchester United 2-1, and you can see the best of the action in our highlights package.

Gabriel Jesus and Gabriel Martinelli hit the target at SoFi Stadium to overturn Rasmus Hojlund's opener for the Red Devils, and secure our first win on our US Tour.

#arsenal 

Enjoy match highlights, training and behind the scenes to get closer to the likes of Bukayo Saka, Martin Odegaard, Emile Smith Rowe, Vivianne Miedema, Gabriel Jesus, Alex Zinchenko, Leah Williamson, Takehiro Tomiyasu, Kim Little, Gabriel Martinelli, Aaron Ramsdale, Beth Mead, Ben White and more.

Subscribe to the Official Arsenal YouTube Channel: https://arsn.al/youtube
Follow us on Facebook: https://arsn.al/facebook
Follow us on Twitter: https://arsn.al/twitter
Follow us on Instagram: https://arsn.al/instagram
Follow us on TikTok: https://arsn.al/tiktok

This is the Official YouTube channel for Arsenal Football Club.

For more match action, highlights and training videos, make sure you become a digital member and sign up to Arsenal Player. It's FREE and is the Home of the Game: https://arsn.al/arsenalplayer


Arsenal Football Club were formed in 1886 and amassed 13 League titles, 14 FA Cups. Some of their greatest players include: Thierry Henry, Dennis Bergkamp, Tony Adams, Ian Wright, Robert Pires, Liam Brady, Patrick Vieira, Cliff Bastin and Charlie George.",2024-07-28T14:00:45Z,UCpryVRk_VDudG8SHXgWcG0w,Arsenal,17,"['Arsenal', 'Arsenal FC', 'Arsenal Football Club', 'Football', 'Club', 'EPL', 'Premier League', 'Soccer', 'Sport', 'Team', 'Oleksandr Zinchenko', 'Alex Zinchenko', 'Kieran Tierney', 'Teirney', 'meidema', 'Aaron Ramsdale', 'Takehiro Tomiyasu', 'granit xhaka', 'gabriel martinelli', 'bukayo saka', 'Thomas partey', 'Gabriel Magalhaes', 'Odegaard', 'Odegard', 'Ødegaard', 'Smithrowe', 'Gabriel Jesus', 'smith rowe', 'arsenal highlights', 'arsenal training', 'mikel arteta']",PT3M1S,hd,false,1011536,15257,0,0,620
_HxS70XtjVQ,【斗罗大陆】唐舞桐唐三见死不救？ #斗罗大陆#唐三#唐舞桐,"本频道的所有内容都经过仔细筛选，确保对儿童绝对安全。 
哈喽，油管的伙伴们大家好！
我是萌萌与舞桐，正式入驻油管了，次频道唯一授权频道
👀👀👀其他频道皆为盗版，打击盗版，从我做起~
斗罗粉丝千千万，舞桐家的占一半🌹🌹🌹
装扮斗罗大陆角色，以动漫人设演绎现代搞笑剧情👻👻👻
每天带给你们开心快乐💖💖💖
赶紧订阅，小舞在等你哦~
#角色扮演#斗罗大陆#小舞#Soul Land",2024-07-21T10:30:13Z,UC99ylcEAEH82gQLl4pHSgng,萌萌与舞桐,22,"['斗罗大陆', '小舞', '唐三', '角色扮演', '剧情演绎', '搞笑', '萌萌与舞桐', '亲子']",PT43S,hd,false,64393506,1127331,0,0,1497
u9TTUZngt3w,AINIWA Latest Yoruba Movie 2024 Femi Adebayo | Ronke Odusanyan | Tunde Aderinoye| Bose Oladimeji  4K,"OPEMIPO is a lovely person, but sometimes she may overlook the fact that true prosperity comes from more than just personal efforts. 😊🌟
AINIWA Starring Femi Adebayo, Ronke Odusanya, Joke Muyiwa, Babatunde Aderinoye, Bose Oladimeji, Shade Shittu, Kareemat Kareem and others.",2024-07-21T13:13:50Z,UCvpK1k1i23Xi5TM-ZDuSNDw,LibraTv,1,"['Ainiwa', 'Ainiwa latest yoruba movie 2024', 'ainiwa latest yoruba movie', 'yoruba movie 2024 new release', 'yoruba movies 2024 new release', 'yoruba movies new release today', 'latest yoruba movies new release 2024', 'latest yoruba movies 2023', 'Femi Adebayo', 'Ronke Odusanya', 'Joke Muyiwa', 'Babatunde Aderinoye', 'Bose Oladimeji', 'Shade Shittu', 'Kareemat Kareem', 'libratv latest yoruba movies 2024']",PT1H17M46S,hd,false,226995,1640,0,0,259
